rec_survey_id	role	recommender_id	familiar_with_movie	knowledgeable	age_group	gender	race	degree	job	marital_status	political_view	religion	seeker_id	date
first_batch_153	RECOMMENDER	user_270	Agree	Strongly agree	45 - 54	Female	East Asian	Bachelor/4-year Degree	Employed	Married	Moderate	Protestant	user_271	2019-12-03 21:25:34.683633
first_batch_154	RECOMMENDER	user_272	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Associate Degree	University Student	Married	Moderate	Atheist	user_273	2019-12-03 21:52:21.637534
first_batch_155	RECOMMENDER	user_274	Agree	Agree	25 - 34	Male	Caucasian	High School/GED	Employed	Never been married	Liberal	Other	user_275	2019-12-03 22:02:03.146003
first_batch_156	RECOMMENDER	user_31	Strongly agree	Strongly agree	18 - 24	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Other	user_274	2019-12-03 23:06:53.818475
first_batch_157	RECOMMENDER	user_276	Agree	Agree	25 - 34	Female	Caucasian	High School/GED	Homemaker	Married	Conservative	Protestant	user_85	2019-12-03 23:12:31.962082
first_batch_158	RECOMMENDER	user_277	Agree	Agree	25 - 34	Female	Caucasian	Master	Employed	Never been married	Liberal	Jewish	user_278	2019-12-03 23:26:32.619089
first_batch_159	RECOMMENDER	user_279	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	High School/GED	Employed	Never been married	Moderate	Other	user_280	2019-12-04 03:08:32.617163
first_batch_160	RECOMMENDER	user_281	Strongly agree	Strongly agree	25 - 34	Male	Native American/American Indian/Alaskan Native	Master	Employed	Married	Conservative	Roman Catholic	user_167	2019-12-04 04:09:58.686467
first_batch_161	RECOMMENDER	user_282	Strongly agree	Strongly agree	18 - 24	Male	Caucasian	High School/GED	Employed	Living with partner	Moderate	Other	user_172	2019-12-04 05:28:21.643076
first_batch_162	RECOMMENDER	user_283	Agree	Agree	35 - 44	Male	Caucasian	High School/GED	Employed	Married	Liberal	Atheist	user_284	2019-12-04 05:32:11.699022
first_batch_163	RECOMMENDER	user_285	Neither agree nor disagree	Neither agree nor disagree	25 - 34	Male	Caucasian	Associate Degree	Employed	Never been married	Moderate	Protestant	user_286	2019-12-04 05:38:22.717706
first_batch_164	RECOMMENDER	user_287	Disagree	Strongly disagree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Atheist	user_288	2019-12-04 06:00:12.636071
first_batch_165	RECOMMENDER	user_285	Agree	Agree	25 - 34	Male	Caucasian	Associate Degree	Employed	Never been married	Moderate	Protestant	user_289	2019-12-04 06:07:07.423207
first_batch_166	RECOMMENDER	user_290	Strongly agree	Strongly agree	25 - 34	Female	Hispanic/Latino	Master	Employed	Divorced	Moderate	Protestant	user_291	2019-12-04 06:09:12.418215
first_batch_167	RECOMMENDER	user_292	Disagree	Disagree	25 - 34	Female	Caucasian	High School/GED	Employed	Living with partner	Liberal	Other	user_69	2019-12-04 06:42:11.319537
first_batch_168	RECOMMENDER	user_293	Strongly agree	Strongly agree	45 - 54	Male	Caucasian	Bachelor/4-year Degree	Retired	Married	Liberal	Other	user_165	2019-12-04 06:53:44.607641
first_batch_169	RECOMMENDER	user_294	Agree	Strongly agree	35 - 44	Male	Caucasian	High School/GED	Unable to Work	Never been married	Liberal	Protestant	user_295	2019-12-04 07:11:35.639832
first_batch_170	RECOMMENDER	user_296	Strongly agree	Strongly agree	25 - 34	Male	East Asian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Atheist	user_297	2019-12-04 07:27:42.609389
first_batch_171	RECOMMENDER	user_298	Strongly agree	Strongly agree	45 - 54	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Moderate	Protestant	user_299	2019-12-04 07:37:10.674843
first_batch_172	RECOMMENDER	user_300	Strongly agree	Strongly agree	35 - 44	Female	Caucasian	Master	Employed	Divorced	Liberal	Jewish	user_301	2019-12-04 07:46:14.518863
first_batch_173	RECOMMENDER	user_302	Agree	Agree	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Moderate	Protestant	user_303	2019-12-04 07:57:03.253983
first_batch_174	RECOMMENDER	user_304	Strongly agree	Strongly agree	55 - 74	Female	Caucasian	Associate Degree	Employed	Married	Conservative	Roman Catholic	user_112	2019-12-04 08:08:17.314326
first_batch_176	RECOMMENDER	user_305	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	High School/GED	Homemaker	Married	Moderate	Protestant	user_306	2019-12-04 08:19:20.482929
first_batch_177	RECOMMENDER	user_307	Strongly agree	Strongly agree	35 - 44	Female	Caucasian	Master	Employed	Married	Liberal	Roman Catholic	user_308	2019-12-04 08:22:30.638858
first_batch_178	RECOMMENDER	user_309	Agree	Strongly agree	18 - 24	Female	African	High School/GED	Employed	Never been married	Liberal	Atheist	user_310	2019-12-04 08:27:07.467767
first_batch_179	RECOMMENDER	user_311	Strongly agree	Strongly agree	25 - 34	Female	African	High School/GED	Homemaker	Never been married	Conservative	Other	user_312	2019-12-02 00:20:03.348437
first_batch_180	RECOMMENDER	user_313	Strongly agree	Strongly agree	25 - 34	Female	Hispanic/Latino	Bachelor/4-year Degree	University Student	Married	Conservative	Other	user_314	2019-12-02 00:34:05.667249
first_batch_181	RECOMMENDER	user_203	Strongly agree	Strongly agree	18 - 24	Female	Caucasian	Bachelor/4-year Degree	University Student	Never been married	Liberal	Roman Catholic	user_315	2019-12-02 00:39:07.616117
first_batch_182	RECOMMENDER	user_316	Agree	Agree	45 - 54	Female	Caucasian	Master	Employed	Married	Conservative	Roman Catholic	user_42	2019-12-02 02:31:26.771609
first_batch_183	RECOMMENDER	user_304	Strongly agree	Strongly agree	55 - 74	Female	Caucasian	Associate Degree	Employed	Married	Conservative	Roman Catholic	user_275	2019-12-02 02:54:16.245064
first_batch_184	RECOMMENDER	user_115	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Master	Employed	Married	Liberal	Muslim	user_317	2019-12-02 03:19:16.531992
first_batch_185	RECOMMENDER	user_304	Strongly agree	Strongly agree	55 - 74	Female	Caucasian	Associate Degree	Employed	Married	Conservative	Roman Catholic	user_318	2019-12-02 03:20:24.087661
first_batch_186	RECOMMENDER	user_304	Strongly agree	Strongly agree	55 - 74	Female	Caucasian	Associate Degree	Employed	Married	Conservative	Roman Catholic	user_319	2019-12-02 03:33:58.406009
first_batch_187	RECOMMENDER	user_320	Strongly agree	Strongly agree	35 - 44	Male	Caucasian	Associate Degree	Employed	Married	Conservative	Atheist	user_321	2019-12-02 09:45:37.818314
first_batch_188	RECOMMENDER	user_322	Strongly agree	Strongly agree	25 - 34	Male	African	Master	Employed	Never been married	Liberal	Atheist	user_323	2019-12-02 09:47:03.673573
first_batch_189	RECOMMENDER	user_324	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Master	Employed	Married	Moderate	Atheist	user_325	2019-12-02 09:53:49.286790
first_batch_190	RECOMMENDER	user_130	Agree	Neither agree nor disagree	25 - 34	Male	African	Bachelor/4-year Degree	Employed	Never been married	Moderate	Protestant	user_326	2019-12-02 09:59:10.026342
first_batch_191	RECOMMENDER	user_327	Strongly agree	Strongly agree	35 - 44	Female	Caucasian	"Professional Postgraduate Degree (Medical, Law, etc)"	Employed	Married	Conservative	Jewish	user_328	2019-12-02 09:59:56.385145
first_batch_192	RECOMMENDER	user_329	Agree	Agree	35 - 44	Female	Hispanic/Latino	Associate Degree	Employed	Never been married	Conservative	Other	user_294	2019-12-02 10:06:58.095338
first_batch_193	RECOMMENDER	user_330	Strongly agree	Strongly agree	35 - 44	Female	East Asian	Bachelor/4-year Degree	Employed	Married	Moderate	Buddhist	user_192	2019-12-02 10:07:46.204075
first_batch_194	RECOMMENDER	user_331	Strongly agree	Strongly agree	35 - 44	Female	Caucasian	Vocational Training	Employed	Married	Conservative	Protestant	user_332	2019-12-02 10:08:22.844010
first_batch_195	RECOMMENDER	user_289	Strongly agree	Strongly agree	45 - 54	Female	Caucasian	High School/GED	Employed	Married	Conservative	Protestant	user_333	2019-12-02 10:16:47.741246
first_batch_196	RECOMMENDER	user_334	Disagree	Disagree	25 - 34	Female	African	Master	Employed	Never been married	Liberal	Protestant	user_335	2019-12-02 10:20:07.860274
first_batch_197	RECOMMENDER	user_336	Strongly agree	Strongly agree	18 - 24	Female	Hispanic/Latino	Associate Degree	Employed	Never been married	Liberal	Atheist	user_337	2019-12-02 10:23:36.664583
first_batch_198	RECOMMENDER	user_338	Strongly agree	Strongly agree	25 - 34	Female	Hispanic/Latino	Associate Degree	Employed	Never been married	Conservative	Roman Catholic	user_339	2019-12-02 10:28:55.916703
first_batch_199	RECOMMENDER	user_340	Strongly agree	Agree	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Homemaker	Married	Conservative	Buddhist	user_341	2019-12-02 10:30:56.188372
first_batch_200	RECOMMENDER	user_342	Strongly agree	Strongly agree	45 - 54	Female	Caucasian	Associate Degree	Homemaker	Married	Conservative	Other	user_343	2019-12-02 10:41:18.563226
first_batch_201	RECOMMENDER	user_344	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Other	user_345	2019-12-02 10:46:13.264140
first_batch_202	RECOMMENDER	user_346	Strongly agree	Strongly agree	35 - 44	Male	Southeast Asian	Associate Degree	Employed	Married	Conservative	Protestant	user_347	2019-12-02 10:51:10.094591
first_batch_203	RECOMMENDER	user_348	Agree	Agree	35 - 44	Female	Caucasian	High School/GED	Employed	Married	Moderate	Other	user_349	2019-12-02 10:58:59.790137
first_batch_204	RECOMMENDER	user_304	Agree	Strongly agree	55 - 74	Female	Caucasian	Associate Degree	Employed	Married	Conservative	Roman Catholic	user_350	2019-12-02 11:51:38.115602
first_batch_205	RECOMMENDER	user_36	Agree	Agree	35 - 44	Male	Hispanic/Latino	Vocational Training	Employed	Married	Moderate	Other	user_351	2019-12-02 11:59:34.435691
first_batch_206	RECOMMENDER	user_352	Agree	Agree	35 - 44	Female	African	Associate Degree	Employed	Never been married	Moderate	Other	user_353	2019-12-02 12:00:48.215625
first_batch_207	RECOMMENDER	user_304	Agree	Strongly agree	55 - 74	Female	Caucasian	Associate Degree	Employed	Married	Conservative	Roman Catholic	user_354	2019-12-02 12:01:14.522506
first_batch_208	RECOMMENDER	user_355	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	High School/GED	Employed	Married	Moderate	Protestant	user_356	2019-12-02 12:15:02.337435
first_batch_209	RECOMMENDER	user_357	Agree	Agree	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Protestant	user_358	2019-12-02 12:30:36.603103
first_batch_210	RECOMMENDER	user_5	Strongly agree	Strongly agree	55 - 74	Female	Caucasian	Associate Degree	Employed	Divorced	Moderate	Protestant	user_304	2019-12-02 12:36:09.670930
first_batch_211	RECOMMENDER	user_359	Neither agree nor disagree	Disagree	18 - 24	Female	Hispanic/Latino	Bachelor/4-year Degree	Employed	Never been married	Liberal	Other	user_360	2019-12-02 12:43:32.069010
first_batch_212	RECOMMENDER	user_361	Agree	Agree	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Unable to Work	Married	Liberal	Protestant	user_362	2019-12-02 12:44:56.815536
first_batch_213	RECOMMENDER	user_363	Strongly agree	Strongly agree	25 - 34	Female	Hispanic/Latino	High School/GED	Employed	Separated	Moderate	Protestant	user_364	2019-12-02 12:46:40.096965
first_batch_214	RECOMMENDER	user_365	Agree	Agree	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Widowed	Moderate	Other	user_366	2019-12-02 12:48:43.541347
first_batch_215	RECOMMENDER	user_367	Strongly agree	Strongly agree	18 - 24	Male	Hispanic/Latino	High School/GED	Employed	Never been married	Conservative	Roman Catholic	user_368	2019-12-02 12:58:58.068327
first_batch_216	RECOMMENDER	user_194	Strongly agree	Strongly agree	35 - 44	Male	Caucasian	"Professional Postgraduate Degree (Medical, Law, etc)"	Employed	Married	Liberal	Atheist	user_369	2019-12-02 13:08:39.324197
first_batch_217	RECOMMENDER	user_135	Strongly agree	Strongly agree	18 - 24	Male	Caucasian	High School/GED	Employed	Never been married	Moderate	Protestant	user_370	2019-12-02 14:53:59.765772
first_batch_218	RECOMMENDER	user_80	Neither agree nor disagree	Agree	25 - 34	Male	African	Bachelor/4-year Degree	Employed	Never been married	Liberal	Roman Catholic	user_35	2019-12-02 14:59:59.594251
first_batch_219	RECOMMENDER	user_115	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Master	Employed	Married	Liberal	Muslim	user_371	2019-12-02 15:00:04.840623
first_batch_220	RECOMMENDER	user_77	Agree	Agree	45 - 54	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Orthodox	user_372	2019-12-02 15:03:27.725056
first_batch_221	RECOMMENDER	user_5	Agree	Strongly agree	55 - 74	Female	Caucasian	Associate Degree	Employed	Divorced	Moderate	Protestant	user_294	2019-12-02 15:08:35.862682
first_batch_223	RECOMMENDER	user_77	Agree	Strongly agree	45 - 54	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Orthodox	user_373	2019-12-02 15:37:03.821512
first_batch_224	RECOMMENDER	user_374	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Roman Catholic	user_375	2019-12-02 15:41:44.931216
first_batch_225	RECOMMENDER	user_214	Strongly agree	Strongly agree	25 - 34	Male	East Asian	Doctorate	Employed	Married	Moderate	Roman Catholic	user_376	2019-12-02 15:48:52.571659
first_batch_226	RECOMMENDER	user_304	Strongly agree	Strongly agree	55 - 74	Female	Caucasian	Associate Degree	Employed	Married	Conservative	Roman Catholic	user_377	2019-12-02 17:00:54.247612
first_batch_227	RECOMMENDER	user_378	Strongly agree	Strongly agree	25 - 34	Male	Hispanic/Latino	Bachelor/4-year Degree	Employed	Married	Moderate	Other	user_379	2019-12-02 17:23:15.703465
first_batch_228	RECOMMENDER	user_380	Strongly agree	Strongly agree	55 - 74	Male	Caucasian	Bachelor/4-year Degree	Employed	Widowed	Moderate	Protestant	user_381	2019-12-02 17:27:06.872723
first_batch_229	RECOMMENDER	user_382	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Living with partner	Conservative	Protestant	user_78	2019-12-02 17:29:34.034936
first_batch_230	RECOMMENDER	user_383	Agree	Agree	25 - 34	Female	Caucasian	Associate Degree	Employed	Never been married	Liberal	Roman Catholic	user_384	2019-12-02 17:45:42.416942
first_batch_231	RECOMMENDER	user_385	Agree	Agree	35 - 44	Male	Caucasian	Associate Degree	Employed	Living with partner	Liberal	Other	user_386	2019-12-02 17:54:28.004520
first_batch_232	RECOMMENDER	user_387	Agree	Agree	25 - 34	Male	Hispanic/Latino	Associate Degree	Homemaker	Separated	Moderate	Other	user_388	2019-12-02 18:32:02.136673
first_batch_233	RECOMMENDER	user_211	Strongly agree	Strongly agree	18 - 24	Male	Caucasian	High School/GED	Employed	Married	Conservative	Atheist	user_389	2019-12-02 18:34:04.060384
first_batch_234	RECOMMENDER	user_44	Disagree	Neither agree nor disagree	25 - 34	Male	South Asian	Master	University Student	Divorced	Conservative	Protestant	user_390	2019-12-02 18:59:53.584946
first_batch_235	RECOMMENDER	user_391	Strongly agree	Strongly agree	18 - 24	Female	Other	High School/GED	Employed	Never been married	Moderate	Other	user_392	2019-12-02 19:03:33.289053
first_batch_236	RECOMMENDER	user_393	Strongly disagree	Strongly disagree	18 - 24	Female	East Asian	Bachelor/4-year Degree	University Student	Never been married	Liberal	Atheist	user_394	2019-12-02 19:17:59.001644
first_batch_237	RECOMMENDER	user_395	Disagree	Neither agree nor disagree	25 - 34	Female	East Asian	Master	Employed	Never been married	Moderate	Protestant	user_396	2019-11-25 15:56:42.067907
first_batch_238	RECOMMENDER	user_397	Agree	Agree	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Protestant	user_398	2019-11-26 05:27:31.478142
first_batch_239	RECOMMENDER	user_399	Agree	Agree	45 - 54	Female	Caucasian	Master	Employed	Married	Moderate	Roman Catholic	user_400	2019-11-26 06:11:38.833186
first_batch_240	RECOMMENDER	user_401	Strongly agree	Strongly agree	25 - 34	Female	Other	High School/GED	Employed	Never been married	Liberal	Other	user_362	2019-11-26 11:19:00.837530
first_batch_241	RECOMMENDER	user_364	Agree	Agree	55 - 74	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Roman Catholic	user_402	2019-11-26 11:25:09.450584
first_batch_242	RECOMMENDER	user_321	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	High School/GED	Employed	Married	Liberal	Atheist	user_403	2019-11-26 11:46:28.269410
first_batch_243	RECOMMENDER	user_365	Agree	Agree	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Widowed	Moderate	Other	user_404	2019-12-04 10:41:29.759964
first_batch_244	RECOMMENDER	user_405	Strongly disagree	Strongly disagree	25 - 34	Female	South Asian	Master	Employed	Divorced	Conservative	Hindu	user_304	2019-12-04 10:45:34.803729
first_batch_245	RECOMMENDER	user_406	Strongly agree	Strongly agree	18 - 24	Female	Caucasian	Associate Degree	Employed	Never been married	Moderate	Other	user_407	2019-12-04 10:48:45.587686
first_batch_246	RECOMMENDER	user_95	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	Associate Degree	Employed	Married	Conservative	Other	user_115	2019-12-04 10:51:27.735905
first_batch_247	RECOMMENDER	user_408	Agree	Agree	45 - 54	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Protestant	user_409	2019-12-04 10:56:57.045328
first_batch_248	RECOMMENDER	user_410	Strongly agree	Strongly agree	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Other	user_411	2019-12-04 11:06:04.276383
first_batch_249	RECOMMENDER	user_412	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	Associate Degree	Employed	Never been married	Moderate	Atheist	user_190	2019-12-04 11:18:59.233845
first_batch_250	RECOMMENDER	user_114	Agree	Agree	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Protestant	user_413	2019-12-04 11:35:26.942738
first_batch_252	RECOMMENDER	user_414	Agree	Agree	18 - 24	Male	Caucasian	Associate Degree	University Student	Never been married	Moderate	Jewish	user_415	2019-12-04 11:44:11.714674
first_batch_253	RECOMMENDER	user_416	Agree	Neither agree nor disagree	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Moderate	Other	user_417	2019-12-04 12:05:08.526906
