seeker_survey_id	role	seeker_id	case	reason	age_group	gender	race	degree	job	marital_status	political_view	religion	recommender_id	date
first_batch_139	SEEKER	user_233	accept_rating_good	I love the movie the Grinch, so therefore I accepted the recommendation. 	35 - 44	Female	African	Bachelor/4-year Degree	Employed	Never been married	Moderate	Other	user_232	2019-12-03 16:07:44.282006
first_batch_140	SEEKER	user_235	accept_rating_good	I get bored and binge watch movies, so a horror recommendation that I haven't heard of or watched is good.  I also have been thinking about watching Ex Machina anyways, so I'll bite and watch it.  Hereditary looks interesting, I'm generally not a fan of family drama style horror movies, the awkward strain generally uncomfortable but the horror aspects of this video more than make up for it. 	35 - 44	Female	Pacific Islander	Bachelor/4-year Degree	Employed	Married	Moderate	Other	user_234	2019-12-03 16:21:43.639864
first_batch_141	SEEKER	user_237	accept_others	Interesting story line experiences 	25 - 34	Male	South Asian	Master	Employed	Married	Moderate	Hindu	user_236	2019-12-03 16:24:34.009310
first_batch_142	SEEKER	user_239	accept_rating_good	I am attracted to accept the recommendation as I like comic book movies.	18 - 24	Female	Hispanic/Latino	Bachelor/4-year Degree	University Student	Never been married	Conservative	Protestant	user_238	2019-12-03 16:35:45.570549
first_batch_144	SEEKER	user_241	accept_rating_good	Dances with wolves because of the explanation of the plot and the video showing me scenes of action and drama.	25 - 34	Male	Native American/American Indian/Alaskan Native	High School/GED	Employed	Never been married	Moderate	Roman Catholic	user_240	2019-12-03 16:46:59.730416
first_batch_143	SEEKER	user_243	accept_rating_good	I love the genre but haven't seen this movie yet	25 - 34	Female	Hispanic/Latino	Bachelor/4-year Degree	Employed	Living with partner	Moderate	Protestant	user_242	2019-12-03 16:46:38.762264
first_batch_145	SEEKER	user_245	accept_rating_good	It was in line with what I had said I liked. 	35 - 44	Male	Caucasian	Associate Degree	Employed	Married	Liberal	Atheist	user_244	2019-12-03 17:01:23.825931
first_batch_146	SEEKER	user_247	accept_uninterested	The story seemed interesting and I recognized the actors.	25 - 34	Female	Caucasian	Associate Degree	Employed	Married	Liberal	Atheist	user_246	2019-12-03 17:13:06.019395
first_batch_147	SEEKER	user_249	accept_rating_good	Toy Story 4 is something I would like to see. Moonraker is a great James Bond movie and something I would like to see again.	45 - 54	Female	Caucasian	Bachelor/4-year Degree	Unable to Work	Never been married	Liberal	Atheist	user_248	2019-12-03 17:20:36.672733
first_batch_148	SEEKER	user_251	accept_rating_good	i like the actors	45 - 54	Female	Caucasian	Associate Degree	Employed	Married	Conservative	Protestant	user_250	2019-12-03 17:30:49.135448
first_batch_149	SEEKER	user_252	accept_uninterested	Good reviews	18 - 24	Female	African	No Degree	Employed	Never been married	Liberal	Protestant	user_80	2019-12-03 17:34:28.910661
first_batch_150	SEEKER	user_254	accept_rating_good	I love that it is a thriller with killing involved	25 - 34	Female	Hispanic/Latino	High School/GED	Employed	Living with partner	Moderate	Protestant	user_253	2019-12-03 17:39:14.437543
first_batch_151	SEEKER	user_256	accept_rating_good	the way it was told he/she/AI answered all of my questions 	45 - 54	Male	Other	High School/GED	Employed	Never been married	Moderate	Protestant	user_255	2019-12-03 17:54:58.362518
first_batch_152	SEEKER	user_258	accept_rating_good	I like movies like Intersteller and I'm glad to watch the trailer. 	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Other	user_257	2019-12-03 18:59:32.345312
first_batch_154	SEEKER	user_260	accept_rating_good	The person seemed to connect with me in terms of tastes. Also I was convinced by the plot of the movie. 	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Living with partner	Moderate	Atheist	user_259	2019-12-03 19:10:49.154080
first_batch_153	SEEKER	user_262	accept_uninterested	It sounds like it can be a funny movie	25 - 34	Male	Caucasian	Associate Degree	Employed	Divorced	Moderate	Other	user_261	2019-12-03 18:59:34.874894
first_batch_155	SEEKER	user_264	accept_others	The recommendation is part of a genre of movies that I really enjoy watching, but a title that I am unfamiliar with.	25 - 34	Female	Caucasian	Master	Employed	Married	Liberal	Other	user_263	2019-12-03 19:28:42.067774
first_batch_156	SEEKER	user_266	accept_others	it seems like the type of movie i would like to watch	25 - 34	Male	Hispanic/Latino	Bachelor/4-year Degree	Employed	Never been married	Moderate	Roman Catholic	user_265	2019-12-03 20:14:47.867898
first_batch_157	SEEKER	user_157	accept_rating_good	I'm a big fan of Pam Grier.	55 - 74	Female	Caucasian	Master	Employed	Living with partner	Liberal	Protestant	user_267	2019-12-03 20:36:28.545924
first_batch_158	SEEKER	user_269	accept_rating_good	It’s a funny movie with a good plot and good cast	35 - 44	Male	Caucasian	Vocational Training	Employed	Divorced	Conservative	Other	user_268	2019-12-03 21:07:39.803657
first_batch_159	SEEKER	user_271	accept_others	its an 80's horror movie what's not to love!	35 - 44	Male	Caucasian	Master	Employed	Married	Conservative	Roman Catholic	user_270	2019-12-03 21:29:47.778620
first_batch_160	SEEKER	user_273	accept_rating_good	I like superhero movies, and i have not seen this movie yet.	25 - 34	Male	Caucasian	High School/GED	Employed	Never been married	Conservative	Atheist	user_272	2019-12-03 21:58:06.567786
first_batch_161	SEEKER	user_275	accept_rating_good	i like to conversation between all 	35 - 44	Male	Hispanic/Latino	Bachelor/4-year Degree	Employed	Married	Conservative	Roman Catholic	user_274	2019-12-03 22:05:32.378190
first_batch_163	SEEKER	user_274	accept_others	I've heard good things about this movie before, but this gave me the final push I needed. 	25 - 34	Male	Caucasian	High School/GED	Employed	Never been married	Liberal	Buddhist	user_31	2019-12-03 23:22:10.495649
first_batch_162	SEEKER	user_85	accept_rating_good	the way he recommeded it	35 - 44	Female	South Asian	Bachelor/4-year Degree	Employed	Married	Moderate	Hindu	user_276	2019-12-03 23:17:37.851064
first_batch_164	SEEKER	user_278	accept_rating_good	It sounded like an interesting movie and I liked the way the chatter described it. 	55 - 74	Female	Caucasian	High School/GED	Employed	Married	Conservative	Roman Catholic	user_277	2019-12-03 23:29:46.235175
first_batch_165	SEEKER	user_280	accept_rating_good	Denzel is a great actor	18 - 24	Male	African	High School/GED	Employed	Never been married	Moderate	Other	user_279	2019-12-04 03:17:33.132113
first_batch_166	SEEKER	user_167	accept_others	it is a comedy which I like, and I like that it has actors that catches my attention	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Conservative	Protestant	user_281	2019-12-04 04:13:18.928763
first_batch_167	SEEKER	user_172	accept_rating_mod	I chose to watch this because the person recommending it seemed very excited about it. 	35 - 44	Female	Caucasian	Associate Degree	Employed	Living with partner	Liberal	Other	user_282	2019-12-04 05:30:37.559003
first_batch_168	SEEKER	user_284	accept_rating_good	commando	25 - 34	Female	Native American/American Indian/Alaskan Native	Bachelor/4-year Degree	Homemaker	Married	Liberal	Roman Catholic	user_283	2019-12-04 05:40:29.128507
first_batch_169	SEEKER	user_286	accept_rating_good	It was about a genre that i love to watch	35 - 44	Male	East Asian	Bachelor/4-year Degree	Employed	Divorced	Moderate	Roman Catholic	user_285	2019-12-04 05:42:38.228341
first_batch_170	SEEKER	user_288	accept_rating_good	I like funny christmas movies	18 - 24	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Protestant	user_287	2019-12-04 06:07:12.129640
first_batch_171	SEEKER	user_289	accept_others	it is animated and sounds interesting	45 - 54	Female	Caucasian	High School/GED	Employed	Married	Conservative	Protestant	user_285	2019-12-04 06:08:45.280785
first_batch_172	SEEKER	user_291	accept_uninterested	The actors, the fact that it is romantic comedy and newly released. 	25 - 34	Female	Caucasian	Doctorate	Employed	Married	Conservative	Protestant	user_290	2019-12-04 06:13:14.674935
first_batch_173	SEEKER	user_69	accept_uninterested	it sounds like a great movie that's full of suspense	35 - 44	Female	Caucasian	High School/GED	Homemaker	Married	Liberal	Roman Catholic	user_292	2019-12-04 06:45:06.294170
first_batch_174	SEEKER	user_165	accept_others	The plot was interesting	18 - 24	Female	Caucasian	High School/GED	Homemaker	Married	Conservative	Atheist	user_293	2019-12-04 06:53:44.608261
first_batch_175	SEEKER	user_295	accept_rating_good	The actors in the movie and that it's family friendly. It also looks funny.	35 - 44	Female	Caucasian	Associate Degree	Employed	Married	Moderate	Other	user_294	2019-12-04 07:15:37.307688
first_batch_176	SEEKER	user_297	accept_rating_good	best creation and good imagine	25 - 34	Female	East Asian	Bachelor/4-year Degree	Employed	Never been married	Conservative	Roman Catholic	user_296	2019-12-04 07:35:09.999877
first_batch_177	SEEKER	user_299	accept_uninterested	its action movie	25 - 34	Female	African	High School/GED	Employed	Married	Moderate	Other	user_298	2019-12-04 07:40:55.527613
first_batch_178	SEEKER	user_301	accept_rating_good	It is a mystery movie, which I enjoy. 	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Other	user_300	2019-12-04 07:51:40.104953
first_batch_179	SEEKER	user_303	accept_rating_good	It sounds very interesting.	55 - 74	Female	Caucasian	Associate Degree	Retired	Married	Conservative	Protestant	user_302	2019-12-04 08:02:39.776801
first_batch_180	SEEKER	user_112	accept_rating_good	My partner choose a movie that I liked	25 - 34	Female	Caucasian	High School/GED	Homemaker	Living with partner	Moderate	Other	user_304	2019-12-04 08:12:24.694898
first_batch_181	SEEKER	user_306	reject		55 - 74	Male	Southeast Asian	Bachelor/4-year Degree	Employed	Married	Conservative	Protestant	user_305	2019-12-04 08:21:52.325204
first_batch_183	SEEKER	user_308	accept_others	my daughters enjoyed the first frozen and i feel that they will love the second just as much	25 - 34	Female	Caucasian	Associate Degree	University Student	Married	Moderate	Other	user_307	2019-12-04 08:24:50.161322
first_batch_184	SEEKER	user_310	accept_rating_good	because f the ratings	25 - 34	Male	Native American/American Indian/Alaskan Native	Bachelor/4-year Degree	Employed	Married	Moderate	Roman Catholic	user_309	2019-12-04 08:33:04.827549
first_batch_185	SEEKER	user_312	accept_others	The movie looks like Gattaca which I really enjoyed.	25 - 34	Male	Hispanic/Latino	Associate Degree	Employed	Married	Moderate	Atheist	user_311	2019-12-02 00:22:07.959058
first_batch_186	SEEKER	user_314	accept_rating_good	it sounds like something I would enjoy	45 - 54	Male	Caucasian	Associate Degree	Retired	Divorced	Moderate	Other	user_313	2019-12-02 00:48:57.990163
first_batch_187	SEEKER	user_315	accept_rating_good	It was a Bill Murray movie.	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Other	user_203	2019-12-02 00:51:55.622040
first_batch_188	SEEKER	user_42	accept_rating_good	The honesty of my friend. 	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Divorced	Liberal	Roman Catholic	user_316	2019-12-02 02:40:56.261631
first_batch_189	SEEKER	user_275	accept_others	funny movie i like deadpool chracter	35 - 44	Male	Hispanic/Latino	Bachelor/4-year Degree	Employed	Married	Conservative	Roman Catholic	user_304	2019-12-02 02:59:01.131635
first_batch_190	SEEKER	user_317	accept_others	the recommendation	35 - 44	Female	Caucasian	Associate Degree	Employed	Divorced	Liberal	Buddhist	user_115	2019-12-02 03:19:16.533241
first_batch_191	SEEKER	user_318	accept_uninterested	very funny	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Roman Catholic	user_304	2019-12-02 03:23:09.977087
first_batch_192	SEEKER	user_319	accept_rating_mod	It's funny and edgy	35 - 44	Male	Caucasian	High School/GED	Employed	Never been married	Moderate	Other	user_304	2019-12-02 03:38:50.542422
first_batch_193	SEEKER	user_321	accept_others	I've seen the trailer already it's something I do really want to watch. 	25 - 34	Female	Caucasian	High School/GED	Employed	Married	Liberal	Atheist	user_320	2019-12-02 09:47:23.022804
first_batch_194	SEEKER	user_323	accept_rating_good	the recommendation of the genre i am very much interested in and the story and plot that was given to me	45 - 54	Female	South Asian	Bachelor/4-year Degree	Employed	Married	Moderate	Hindu	user_322	2019-12-02 09:51:10.448369
first_batch_195	SEEKER	user_325	accept_others	It's very much my taste and humorous which we all need these days	55 - 74	Female	Hispanic/Latino	Associate Degree	Employed	Married	Moderate	Roman Catholic	user_324	2019-12-02 09:58:35.729790
first_batch_196	SEEKER	user_326	accept_others	the movie sounded great, the info given was just what i needed to make my choice . 	35 - 44	Male	Caucasian	Associate Degree	Employed	Married	Conservative	Protestant	user_130	2019-12-02 10:02:10.166511
first_batch_197	SEEKER	user_328	accept_uninterested	Joker	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Roman Catholic	user_327	2019-12-02 10:03:21.474169
first_batch_200	SEEKER	user_294	accept_rating_good	I told the requester like superior movies, they accepted what sounds like just my kind of movie.	35 - 44	Male	Caucasian	High School/GED	Unable to Work	Never been married	Liberal	Protestant	user_329	2019-12-02 10:13:28.234464
first_batch_199	SEEKER	user_192	accept_others	I enjoy a new movie. I love sci fi and the title was cool.	35 - 44	Female	Caucasian	High School/GED	Employed	Married	Moderate	Other	user_330	2019-12-02 10:10:41.241439
first_batch_198	SEEKER	user_332	accept_others	thriller, good recommendation	25 - 34	Female	Caucasian	High School/GED	Employed	Never been married	Moderate	Other	user_331	2019-12-02 10:10:27.677961
first_batch_202	SEEKER	user_333	accept_uninterested	actors	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Living with partner	Conservative	Roman Catholic	user_289	2019-12-02 10:26:21.830247
first_batch_201	SEEKER	user_335	accept_rating_good	I like historical movies, especially those that depict the protagonist overcoming adversity during the civil war.	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Roman Catholic	user_334	2019-12-02 10:24:43.080984
first_batch_203	SEEKER	user_337	accept_others	the fight scenes in the movie recommended were great.	18 - 24	Male	Caucasian	High School/GED	University Student	Never been married	Moderate	Other	user_336	2019-12-02 10:26:40.820777
first_batch_204	SEEKER	user_339	accept_rating_good	They took in my preference for Stephen King adaptations and my love of horror/thriller films.	35 - 44	Female	Caucasian	Associate Degree	Employed	Divorced	Liberal	Other	user_338	2019-12-02 10:33:47.358333
