seeker_survey_id	role	seeker_id	case	competent	confident	efficient	knowledgeable	warm	agreable	trustworthy	sincere	engaging	persuasive	natural	rich_vocab	creative	pressure_me	manipulative	boring	recommender_id
first_batch_116	SEEKER	user_195	accept_rating_mod	Agree	Agree	Neither agree nor disagree	Agree	Disagree	Neither agree nor disagree	Disagree	Disagree	Neither agree nor disagree	Neither agree nor disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Agree	Neither agree nor disagree	user_194
first_batch_117	SEEKER	user_197	accept_rating_good	Agree	Agree	Neither agree nor disagree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Disagree	Disagree	Disagree	user_196
first_batch_118	SEEKER	user_199	reject	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly agree	user_198
first_batch_119	SEEKER	user_201	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Agree	Neither agree nor disagree	Agree	Agree	Strongly agree	Agree	Disagree	Strongly disagree	Disagree	user_200
first_batch_120	SEEKER	user_203	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_202
first_batch_125	SEEKER	user_205	accept_rating_mod	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	user_204
first_batch_123	SEEKER	user_206	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_149
first_batch_124	SEEKER	user_208	accept_uninterested	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_207
first_batch_126	SEEKER	user_5	accept_rating_good	Agree	Agree	Agree	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Neither agree nor disagree	Disagree	Disagree	Disagree	user_209
first_batch_127	SEEKER	user_211	accept_rating_mod	Agree	Strongly agree	Disagree	Agree	Agree	Agree	Neither agree nor disagree	Strongly agree	Neither agree nor disagree	Agree	Agree	Disagree	Agree	Agree	Neither agree nor disagree	Agree	user_210
first_batch_128	SEEKER	user_213	accept_others	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Disagree	Agree	Neither agree nor disagree	Disagree	Disagree	Disagree	Neither agree nor disagree	user_212
first_batch_129	SEEKER	user_215	accept_rating_mod	Agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Agree	Agree	user_214
first_batch_130	SEEKER	user_217	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Strongly disagree	Strongly disagree	Strongly disagree	user_216
first_batch_131	SEEKER	user_219	accept_rating_good	Strongly agree	Strongly agree	Agree	Strongly agree	Strongly agree	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Disagree	Disagree	Disagree	user_218
first_batch_132	SEEKER	user_220	accept_uninterested	Agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Agree	Agree	user_77
first_batch_133	SEEKER	user_222	accept_rating_good	Strongly agree	Strongly agree	Agree	Neither agree nor disagree	Agree	Agree	Agree	Agree	Strongly agree	Agree	Agree	Agree	Neither agree nor disagree	Strongly disagree	Strongly disagree	Strongly disagree	user_221
first_batch_134	SEEKER	user_224	accept_others	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Strongly agree	Agree	Agree	Neither agree nor disagree	Disagree	Strongly disagree	Strongly disagree	Neither agree nor disagree	user_223
first_batch_135	SEEKER	user_226	accept_rating_good	Disagree	Disagree	Neither agree nor disagree	Neither agree nor disagree	Agree	Agree	Agree	Neither agree nor disagree	Agree	Agree	Neither agree nor disagree	Agree	Agree	Agree	Agree	Neither agree nor disagree	user_225
first_batch_136	SEEKER	user_228	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Strongly disagree	Strongly disagree	Disagree	user_227
first_batch_138	SEEKER	user_230	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Agree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	user_229
first_batch_137	SEEKER	user_77	accept_others	Strongly agree	Strongly agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Strongly disagree	Strongly disagree	Strongly disagree	user_231
first_batch_139	SEEKER	user_233	accept_rating_good	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Strongly disagree	Disagree	user_232
first_batch_140	SEEKER	user_235	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neither agree nor disagree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_234
first_batch_141	SEEKER	user_237	accept_others	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	user_236
first_batch_142	SEEKER	user_239	accept_rating_good	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Disagree	Disagree	Disagree	user_238
first_batch_144	SEEKER	user_241	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Strongly agree	Agree	Strongly disagree	Strongly disagree	Strongly disagree	user_240
first_batch_143	SEEKER	user_243	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_242
first_batch_145	SEEKER	user_245	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Disagree	Disagree	Strongly disagree	user_244
first_batch_146	SEEKER	user_247	accept_uninterested	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Disagree	Disagree	user_246
first_batch_147	SEEKER	user_249	accept_rating_good	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Agree	Agree	Strongly disagree	Strongly disagree	Neither agree nor disagree	user_248
first_batch_148	SEEKER	user_251	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Strongly disagree	Strongly disagree	Strongly disagree	user_250
first_batch_149	SEEKER	user_252	accept_uninterested	Agree	Neither agree nor disagree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Disagree	Disagree	user_80
first_batch_150	SEEKER	user_254	accept_rating_good	Neither agree nor disagree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neither agree nor disagree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_253
first_batch_151	SEEKER	user_256	accept_rating_good	Agree	Agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Agree	Agree	Strongly agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Disagree	Disagree	user_255
first_batch_152	SEEKER	user_258	accept_rating_good	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Strongly disagree	Strongly disagree	Neither agree nor disagree	user_257
first_batch_154	SEEKER	user_260	accept_rating_good	Agree	Agree	Neither agree nor disagree	Agree	Strongly agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Strongly agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Strongly disagree	Strongly disagree	Disagree	user_259
first_batch_153	SEEKER	user_262	accept_uninterested	Agree	Disagree	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Strongly agree	Neither agree nor disagree	Agree	Disagree	Neither agree nor disagree	Agree	Strongly agree	Agree	Neither agree nor disagree	Neither agree nor disagree	user_261
first_batch_155	SEEKER	user_264	accept_others	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Neither agree nor disagree	Disagree	Disagree	Disagree	user_263
first_batch_156	SEEKER	user_266	accept_others	Disagree	Agree	Agree	Strongly agree	Neither agree nor disagree	Agree	Agree	Strongly agree	Agree	Agree	Agree	Strongly agree	Agree	Neither agree nor disagree	Agree	Agree	user_265
first_batch_157	SEEKER	user_157	accept_rating_good	Neither agree nor disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	user_267
first_batch_158	SEEKER	user_269	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Strongly disagree	Strongly disagree	Disagree	user_268
first_batch_159	SEEKER	user_271	accept_others	Strongly agree	Agree	Strongly agree	Agree	Strongly agree	Strongly agree	Agree	Strongly agree	Agree	Neither agree nor disagree	Strongly agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Disagree	user_270
first_batch_160	SEEKER	user_273	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_272
first_batch_161	SEEKER	user_275	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Disagree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Disagree	Agree	Strongly disagree	Disagree	Disagree	Disagree	user_274
first_batch_163	SEEKER	user_274	accept_others	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Disagree	Disagree	Disagree	user_31
first_batch_162	SEEKER	user_85	accept_rating_good	Agree	Agree	Agree	Strongly agree	Neither agree nor disagree	Agree	Strongly agree	Strongly agree	Agree	Strongly agree	Agree	Strongly agree	Agree	Disagree	Disagree	Disagree	user_276
first_batch_164	SEEKER	user_278	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_277
first_batch_165	SEEKER	user_280	accept_rating_good	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Disagree	Agree	Disagree	user_279
first_batch_166	SEEKER	user_167	accept_others	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Agree	Agree	Agree	Agree	Neither agree nor disagree	user_281
first_batch_167	SEEKER	user_172	accept_rating_mod	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_282
first_batch_168	SEEKER	user_284	accept_rating_good	Strongly agree	Agree	Strongly agree	Agree	Strongly agree	Strongly agree	Agree	Agree	Strongly agree	Strongly agree	Agree	Strongly agree	Agree	Strongly agree	Agree	Strongly agree	user_283
first_batch_169	SEEKER	user_286	accept_rating_good	Agree	Neither agree nor disagree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Agree	Agree	Neither agree nor disagree	Disagree	Disagree	Neither agree nor disagree	user_285
first_batch_170	SEEKER	user_288	accept_rating_good	Strongly agree	Strongly agree	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Agree	Disagree	Strongly disagree	Strongly disagree	Disagree	user_287
first_batch_171	SEEKER	user_289	accept_others	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Agree	Agree	Neither agree nor disagree	user_285
first_batch_172	SEEKER	user_291	accept_uninterested	Disagree	Agree	Agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Neither agree nor disagree	Agree	Strongly agree	Strongly agree	Neither agree nor disagree	Disagree	Strongly disagree	user_290
first_batch_173	SEEKER	user_69	accept_uninterested	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neither agree nor disagree	Strongly agree	Strongly agree	Neither agree nor disagree	Strongly agree	Neither agree nor disagree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_292
first_batch_174	SEEKER	user_165	accept_others	Agree	Agree	Strongly agree	Agree	Neither agree nor disagree	Agree	Agree	Agree	Strongly agree	Agree	Agree	Agree	Agree	Disagree	Disagree	Disagree	user_293
first_batch_175	SEEKER	user_295	accept_rating_good	Strongly agree	Agree	Neither agree nor disagree	Disagree	Neither agree nor disagree	Agree	Neither agree nor disagree	Agree	Strongly agree	Neither agree nor disagree	Agree	Disagree	Agree	Strongly disagree	Strongly disagree	Disagree	user_294
first_batch_176	SEEKER	user_297	accept_rating_good	Strongly agree	Agree	Strongly agree	Agree	Strongly agree	Agree	Neither agree nor disagree	Agree	Strongly agree	Agree	Strongly agree	Agree	Neither agree nor disagree	Agree	Strongly agree	Agree	user_296
first_batch_177	SEEKER	user_299	accept_uninterested	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_298
first_batch_178	SEEKER	user_301	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_300
first_batch_179	SEEKER	user_303	accept_rating_good	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Disagree	Disagree	Disagree	user_302
first_batch_180	SEEKER	user_112	accept_rating_good	Strongly agree	Agree	Strongly agree	Agree	Agree	Strongly agree	Strongly agree	Agree	Agree	Disagree	Strongly agree	Neither agree nor disagree	Strongly disagree	Strongly disagree	Strongly disagree	Agree	user_304
first_batch_181	SEEKER	user_306	reject	Agree	Neither agree nor disagree	Disagree	Disagree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Neither agree nor disagree	Agree	Disagree	Disagree	Neither agree nor disagree	user_305
